information_action_id,information_action_type,sending_agent_id,receiving_agent_id,information_packet_id,endorsed_agent_id,change_in_amplification,tick,simulation_id
InfoAct_id_635,amplify,Father Vytenis Vaskelis ROC,B-ID-18,IP-4,0,+ 0.1,7,1
InfoAct_id_636,refute,B-ID-103,B-ID-68,IP-3,0,- 0.1,7,1
InfoAct_id_637,amplify,B-ID-40,B-ID-24,IP-7,0,+ 0.1,7,1
InfoAct_id_638,amplify,B-ID-63,B-ID-24,IP-7,0,+ 0.1,7,1
InfoAct_id_639,refute,Father James Karklys ROC,Bishop Ambrose of Trakai ROC,IP-5,0,- 0.1,7,1
InfoAct_id_640,refute,Simonas Gurevicius,B-ID-65,IP-7,0,- 0.1,7,1
InfoAct_id_641,refute,Simonas Gurevicius,Bishop Ambrose of Trakai ROC,IP-7,0,- 0.1,7,1
InfoAct_id_642,refute,Ingrida Simonyte,B-ID-22,IP-5,0,- 0.1,7,1
InfoAct_id_643,refute,Ingrida Simonyte,B-ID-30,IP-3,0,- 0.1,7,1
InfoAct_id_644,refute,Ingrida Simonyte,Sonata Patkauskait?,IP-4,0,- 0.1,7,1
InfoAct_id_645,amplify,B-ID-65,B-ID-27,IP-5,0,+ 0.1,7,1
InfoAct_id_646,refute,B-ID-16,B-ID-61,IP-7,0,- 0.1,7,1
InfoAct_id_647,amplify,B-ID-59,B-ID-12,IP-5,0,+ 0.1,7,1
InfoAct_id_648,amplify,B-ID-59,B-ID-18,IP-7,0,+ 0.1,7,1
InfoAct_id_649,amplify,B-ID-24,B-ID-97,IP-5,0,+ 0.1,7,1
InfoAct_id_650,amplify,B-ID-58,B-ID-18,IP-3,0,+ 0.1,7,1
InfoAct_id_651,amplify,GEN Alexey Fydorovich Maslov,Arvydas Giedraitis,IP-3,0,+ 0.1,7,1
InfoAct_id_652,amplify,Sergey Kuzhugetovich Shoygu,Arvydas Sabonis,IP-5,0,+ 0.1,7,1
InfoAct_id_653,refute,Deacon John Stankevicius,GEN Alexey Fydorovich Maslov,IP-7,0,- 0.1,7,1
InfoAct_id_654,refute,B-ID-1,B-ID-53,IP-7,0,- 0.1,7,1
InfoAct_id_655,refute,B-ID-1,Simonas Gurevicius,IP-7,0,- 0.1,7,1
InfoAct_id_656,refute,Paulius Keras,Bishop K?stutis K?valas CATH,IP-7,0,- 0.1,7,1
InfoAct_id_657,amplify,Archbishop Innokenty of Vilnius ROC,Bishop K?stutis K?valas CATH,IP-3,0,+ 0.1,7,1
InfoAct_id_658,refute,Valdemar Tomasevski,Gabrielius Landsbergis,IP-4,0,- 0.1,7,1
InfoAct_id_659,refute,B-ID-21,B-ID-84,IP-5,0,- 0.1,7,1
InfoAct_id_660,refute,B-ID-35,B-ID-40,IP-4,0,- 0.1,7,1
InfoAct_id_661,refute,Viktorija Smilyte-Nielsen,B-ID-26,IP-4,0,- 0.1,7,1
InfoAct_id_662,amplify,B-ID-97,B-ID-73,IP-4,0,+ 0.1,7,1
InfoAct_id_663,refute,B-ID-78,B-ID-23,IP-4,0,- 0.1,7,1
InfoAct_id_664,amplify,Austeja Landsbergiene,Bishop K?stutis K?valas CATH,IP-4,0,+ 0.1,7,1
InfoAct_id_665,amplify,Austeja Landsbergiene,Gintare Guzevi?i?t?,IP-3,0,+ 0.1,7,1
InfoAct_id_666,amplify,GEN Vladimir Sergeyevich Mikhaylov,Bishop K?stutis K?valas CATH,IP-4,0,+ 0.1,7,1
InfoAct_id_667,refute,B-ID-53,B-ID-74,IP-5,0,- 0.1,7,1
InfoAct_id_668,amplify,Sonata Patkauskait?,Gintare Guzevi?i?t?,IP-5,0,+ 0.1,7,1
InfoAct_id_669,amplify,B-ID-79,B-ID-56,IP-5,0,+ 0.1,7,1
