Type,Document ID,Information Source ID,Topic ID,IP-id,Stance
IPs,10011,LRT (lrt.lt),Article 5 invoked by NATO,IP-62,-1
IPs,10012,LRT (lrt.lt),Article 5 invoked by NATO,IP-63,0
IPs,10012,LRT (lrt.lt),Article 5 invoked by NATO,IP-64,0
IPs,10013,LRT (lrt.lt),Article 5 invoked by NATO,IP-65,1
IPs,10013,LRT (lrt.lt),Article 5 invoked by NATO,IP-66,1
IPs,10014,LRT (lrt.lt),Article 5 invoked by NATO,IP-67,2
IPs,10014,LRT (lrt.lt),Article 5 invoked by NATO,IP-68,2
IPs,10014,LRT (lrt.lt),Article 5 invoked by NATO,IP-69,2
IPs,10015,LRT (lrt.lt),Article 5 invoked by NATO,IP-70,3
IPs,10015,LRT (lrt.lt),Article 5 invoked by NATO,IP-71,3
IPs,10016,LRT (lrt.lt),Humanitarian aid by NATO,IP-72,-1
IPs,10017,LRT (lrt.lt),Humanitarian aid by NATO,IP-73,0
IPs,10017,LRT (lrt.lt),Humanitarian aid by NATO,IP-74,0
IPs,10018,LRT (lrt.lt),Humanitarian aid by NATO,IP-75,1
IPs,10018,LRT (lrt.lt),Humanitarian aid by NATO,IP-76,1
IPs,10019,LRT (lrt.lt),Humanitarian aid by NATO,IP-77,2
IPs,10019,LRT (lrt.lt),Humanitarian aid by NATO,IP-78,2
IPs,10019,LRT (lrt.lt),Humanitarian aid by NATO,IP-79,2
IPs,10020,LRT (lrt.lt),Humanitarian aid by NATO,IP-80,3
IPs,10020,LRT (lrt.lt),Humanitarian aid by NATO,IP-81,3
IPs,10021,LRT (lrt.lt),Civil protests against Donovia,IP-82,-1
IPs,10022,LRT (lrt.lt),Civil protests against Donovia,IP-83,0
IPs,10022,LRT (lrt.lt),Civil protests against Donovia,IP-84,0
IPs,10023,LRT (lrt.lt),Civil protests against Donovia,IP-85,1
IPs,10023,LRT (lrt.lt),Civil protests against Donovia,IP-86,1
IPs,10024,LRT (lrt.lt),Civil protests against Donovia,IP-87,2
IPs,10024,LRT (lrt.lt),Civil protests against Donovia,IP-88,2
IPs,10024,LRT (lrt.lt),Civil protests against Donovia,IP-89,2
IPs,10025,LRT (lrt.lt),Civil protests against Donovia,IP-90,3
IPs,10025,LRT (lrt.lt),Civil protests against Donovia,IP-91,3
IPs,10026,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-92,-3
IPs,10027,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-93,-2
IPs,10028,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-94,-1
IPs,10028,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-95,-1
IPs,10028,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-96,-1
IPs,10029,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-97,0
IPs,10029,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-98,0
IPs,10030,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-99,1
IPs,10031,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-100,2
IPs,10032,LRT (lrt.lt),IDPs migrate within Lithuania as result of war,IP-101,3
IPs,10033,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-102,-3
IPs,10034,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-103,-2
IPs,10035,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-104,-1
IPs,10035,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-105,-1
IPs,10035,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-106,-1
IPs,10036,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-107,0
IPs,10036,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-108,0
IPs,10037,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-109,1
IPs,10038,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-110,2
IPs,10039,LRT (lrt.lt),IDPs migrate to Poland as result of war,IP-111,3
IPs,10040,Diena (Diena.lt),NATO military actions in Lithuania,IP-112,-2
IPs,10041,Diena (Diena.lt),NATO military actions in Lithuania,IP-113,-1
IPs,10041,Diena (Diena.lt),NATO military actions in Lithuania,IP-114,-1
IPs,10042,Diena (Diena.lt),NATO military actions in Lithuania,IP-115,0
IPs,10042,Diena (Diena.lt),NATO military actions in Lithuania,IP-116,0
IPs,10042,Diena (Diena.lt),NATO military actions in Lithuania,IP-117,0
IPs,10042,Diena (Diena.lt),NATO military actions in Lithuania,IP-118,0
IPs,10042,Diena (Diena.lt),NATO military actions in Lithuania,IP-119,0
IPs,10043,Diena (Diena.lt),NATO military actions in Lithuania,IP-120,1
IPs,10044,Diena (Diena.lt),NATO military actions in Lithuania,IP-121,2
IPs,10045,Diena (Diena.lt),Donovian military actions in Lithuania,IP-122,-2
IPs,10046,Diena (Diena.lt),Donovian military actions in Lithuania,IP-123,-1
IPs,10046,Diena (Diena.lt),Donovian military actions in Lithuania,IP-124,-1
IPs,10047,Diena (Diena.lt),Donovian military actions in Lithuania,IP-125,0
IPs,10047,Diena (Diena.lt),Donovian military actions in Lithuania,IP-126,0
IPs,10047,Diena (Diena.lt),Donovian military actions in Lithuania,IP-127,0
IPs,10047,Diena (Diena.lt),Donovian military actions in Lithuania,IP-128,0
IPs,10047,Diena (Diena.lt),Donovian military actions in Lithuania,IP-129,0
IPs,10048,Diena (Diena.lt),Donovian military actions in Lithuania,IP-130,1
IPs,10049,Diena (Diena.lt),Donovian military actions in Lithuania,IP-131,2
IPs,10050,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-132,-3
IPs,10050,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-133,-3
IPs,10051,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-134,-2
IPs,10051,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-135,-2
IPs,10052,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-136,-1
IPs,10052,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-137,-1
IPs,10052,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-138,-1
IPs,10053,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-139,0
IPs,10053,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-140,0
IPs,10054,Diena (Diena.lt),IDPs migrate within Lithuania as a result of war,IP-141,1
IPs,10055,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-142,-3
IPs,10055,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-143,-3
IPs,10056,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-144,-2
IPs,10056,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-145,-2
IPs,10057,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-146,-1
IPs,10057,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-147,-1
IPs,10057,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-148,-1
IPs,10058,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-149,0
IPs,10058,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-150,0
IPs,10059,Diena (Diena.lt),IDPs migrate to Poland as result of war,IP-151,1
IPs,10060,Diena (Diena.lt),NATO Propaganda,IP-152,-2
IPs,10061,Diena (Diena.lt),NATO Propaganda,IP-153,-1
IPs,10061,Diena (Diena.lt),NATO Propaganda,IP-154,-1
IPs,10062,Diena (Diena.lt),NATO Propaganda,IP-155,0
IPs,10062,Diena (Diena.lt),NATO Propaganda,IP-156,0
IPs,10062,Diena (Diena.lt),NATO Propaganda,IP-157,0
IPs,10062,Diena (Diena.lt),NATO Propaganda,IP-158,0
IPs,10062,Diena (Diena.lt),NATO Propaganda,IP-159,0
IPs,10063,Diena (Diena.lt),NATO Propaganda,IP-160,1
IPs,10064,Diena (Diena.lt),NATO Propaganda,IP-161,2
IPs,10065,Diena (Diena.lt),Donovian Propaganda,IP-162,-2
IPs,10066,Diena (Diena.lt),Donovian Propaganda,IP-163,-1
IPs,10066,Diena (Diena.lt),Donovian Propaganda,IP-164,-1
IPs,10067,Diena (Diena.lt),Donovian Propaganda,IP-165,0
IPs,10067,Diena (Diena.lt),Donovian Propaganda,IP-166,0
IPs,10067,Diena (Diena.lt),Donovian Propaganda,IP-167,0
IPs,10067,Diena (Diena.lt),Donovian Propaganda,IP-168,0
IPs,10067,Diena (Diena.lt),Donovian Propaganda,IP-169,0
IPs,10068,Diena (Diena.lt),Donovian Propaganda,IP-170,1
IPs,10069,Diena (Diena.lt),Donovian Propaganda,IP-171,2
IPs,10070,Diena (Diena.lt),NATO War Crimes,IP-172,-3
IPs,10070,Diena (Diena.lt),NATO War Crimes,IP-173,-3
IPs,10071,Diena (Diena.lt),NATO War Crimes,IP-174,-2
IPs,10071,Diena (Diena.lt),NATO War Crimes,IP-175,-2
IPs,10072,Diena (Diena.lt),NATO War Crimes,IP-176,-1
IPs,10072,Diena (Diena.lt),NATO War Crimes,IP-177,-1
IPs,10072,Diena (Diena.lt),NATO War Crimes,IP-178,-1
IPs,10073,Diena (Diena.lt),NATO War Crimes,IP-179,0
IPs,10073,Diena (Diena.lt),NATO War Crimes,IP-180,0
IPs,10074,Diena (Diena.lt),NATO War Crimes,IP-181,1
IPs,10075,Diena (Diena.lt),Donovian War Crimes,IP-182,-3
IPs,10075,Diena (Diena.lt),Donovian War Crimes,IP-183,-3
IPs,10076,Diena (Diena.lt),Donovian War Crimes,IP-184,-2
IPs,10076,Diena (Diena.lt),Donovian War Crimes,IP-185,-2
IPs,10077,Diena (Diena.lt),Donovian War Crimes,IP-186,-1
IPs,10077,Diena (Diena.lt),Donovian War Crimes,IP-187,-1
IPs,10077,Diena (Diena.lt),Donovian War Crimes,IP-188,-1
IPs,10078,Diena (Diena.lt),Donovian War Crimes,IP-189,0
IPs,10078,Diena (Diena.lt),Donovian War Crimes,IP-190,0
IPs,10079,Diena (Diena.lt),Donovian War Crimes,IP-191,1
IPs,10080,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-192,-1
IPs,10081,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-193,0
IPs,10082,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-194,1
IPs,10082,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-195,1
IPs,10082,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-196,1
IPs,10083,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-197,2
IPs,10083,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-198,2
IPs,10083,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-199,2
IPs,10084,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-200,3
IPs,10084,Kauno Diena (kauno.diena.lt),NATO military actions in Lithuania,IP-201,3
IPs,10085,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-202,-3
IPs,10085,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-203,-3
IPs,10086,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-204,-2
IPs,10086,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-205,-2
IPs,10086,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-206,-2
IPs,10087,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-207,-1
IPs,10087,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-208,-1
IPs,10087,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-209,-1
IPs,10088,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-210,0
IPs,10089,Kauno Diena (kauno.diena.lt),Donovian military actions in Lithuania,IP-211,1
IPs,10090,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-212,-3
IPs,10090,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-213,-3
IPs,10091,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-214,-2
IPs,10091,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-215,-2
IPs,10092,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-216,-1
IPs,10092,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-217,-1
IPs,10092,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-218,-1
IPs,10093,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-219,0
IPs,10093,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-220,0
IPs,10094,Kauno Diena (kauno.diena.lt),IDPs migrate within Lithuania as result of war,IP-221,1
IPs,10095,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-222,-3
IPs,10095,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-223,-3
IPs,10096,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-224,-2
IPs,10096,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-225,-2
IPs,10097,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-226,-1
IPs,10097,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-227,-1
IPs,10097,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-228,-1
IPs,10098,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-229,0
IPs,10098,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-230,0
IPs,10099,Kauno Diena (kauno.diena.lt),IDPs migrate to Poland as result of war,IP-231,1
IPs,10100,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-232,-1
IPs,10101,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-233,0
IPs,10102,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-234,1
IPs,10102,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-235,1
IPs,10102,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-236,1
IPs,10103,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-237,2
IPs,10103,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-238,2
IPs,10103,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-239,2
IPs,10104,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-240,3
IPs,10104,Kauno Diena (kauno.diena.lt),NATO propaganda,IP-241,3
IPs,10105,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-242,-3
IPs,10105,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-243,-3
IPs,10106,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-244,-2
IPs,10106,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-245,-2
IPs,10106,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-246,-2
IPs,10107,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-247,-1
IPs,10107,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-248,-1
IPs,10107,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-249,-1
IPs,10108,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-250,0
IPs,10109,Kauno Diena (kauno.diena.lt),Donovian propaganda,IP-251,1
IPs,10110,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-252,-3
IPs,10111,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-253,-2
IPs,10111,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-254,-2
IPs,10112,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-255,-1
IPs,10112,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-256,-1
IPs,10112,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-257,-1
IPs,10112,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-258,-1
IPs,10113,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-259,0
IPs,10113,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-260,0
IPs,10114,Kauno Diena (kauno.diena.lt),NATO war crimes,IP-261,1
IPs,10115,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-262,-3
IPs,10115,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-263,-3
IPs,10116,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-264,-2
IPs,10116,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-265,-2
IPs,10117,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-266,-1
IPs,10117,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-267,-1
IPs,10117,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-268,-1
IPs,10118,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-269,0
IPs,10118,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-270,0
IPs,10119,Kauno Diena (kauno.diena.lt),Donovian war crimes,IP-271,1
IPs,10120,15min (15min.lt),NATO military actions in Lithuania,IP-272,-2
IPs,10121,15min (15min.lt),NATO military actions in Lithuania,IP-273,-1
IPs,10122,15min (15min.lt),NATO military actions in Lithuania,IP-274,0
IPs,10122,15min (15min.lt),NATO military actions in Lithuania,IP-275,0
IPs,10122,15min (15min.lt),NATO military actions in Lithuania,IP-276,0
IPs,10122,15min (15min.lt),NATO military actions in Lithuania,IP-277,0
IPs,10122,15min (15min.lt),NATO military actions in Lithuania,IP-278,0
IPs,10123,15min (15min.lt),NATO military actions in Lithuania,IP-279,1
IPs,10123,15min (15min.lt),NATO military actions in Lithuania,IP-280,1
IPs,10124,15min (15min.lt),NATO military actions in Lithuania,IP-281,2
IPs,10125,15min (15min.lt),Donovian military actions in Lithuania,IP-282,-2
IPs,10126,15min (15min.lt),Donovian military actions in Lithuania,IP-283,-1
IPs,10127,15min (15min.lt),Donovian military actions in Lithuania,IP-284,0
IPs,10127,15min (15min.lt),Donovian military actions in Lithuania,IP-285,0
IPs,10127,15min (15min.lt),Donovian military actions in Lithuania,IP-286,0
IPs,10127,15min (15min.lt),Donovian military actions in Lithuania,IP-287,0
IPs,10127,15min (15min.lt),Donovian military actions in Lithuania,IP-288,0
IPs,10128,15min (15min.lt),Donovian military actions in Lithuania,IP-289,1
IPs,10128,15min (15min.lt),Donovian military actions in Lithuania,IP-290,1
IPs,10129,15min (15min.lt),Donovian military actions in Lithuania,IP-291,2
IPs,10130,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-292,-3
IPs,10130,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-293,-3
IPs,10131,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-294,-2
IPs,10131,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-295,-2
IPs,10129,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-296,-2
IPs,10129,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-297,-1
IPs,10129,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-298,-1
IPs,10129,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-299,0
IPs,10129,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-300,0
IPs,10129,15min (15min.lt),IDPs migrate within Lithuania as result of war,IP-301,1
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-302,-3
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-303,-3
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-304,-2
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-305,-2
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-306,-2
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-307,-1
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-308,-1
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-309,0
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-310,0
IPs,10129,15min (15min.lt),IDPs migrate to Poland as result of war,IP-311,1
IPs,10130,15min (15min.lt),Censorship of media by Donovia,IP-312,-2
IPs,10131,15min (15min.lt),Censorship of media by Donovia,IP-313,-1
IPs,10132,15min (15min.lt),Censorship of media by Donovia,IP-314,0
IPs,10132,15min (15min.lt),Censorship of media by Donovia,IP-315,0
IPs,10132,15min (15min.lt),Censorship of media by Donovia,IP-316,0
IPs,10132,15min (15min.lt),Censorship of media by Donovia,IP-317,0
IPs,10132,15min (15min.lt),Censorship of media by Donovia,IP-318,0
IPs,10133,15min (15min.lt),Censorship of media by Donovia,IP-319,1
IPs,10133,15min (15min.lt),Censorship of media by Donovia,IP-320,1
IPs,10133,15min (15min.lt),Censorship of media by Donovia,IP-321,2
IPs,10134,15min (15min.lt),Low Morale of Donovian soldiers,IP-322,-2
IPs,10135,15min (15min.lt),Low Morale of Donovian soldiers,IP-323,-1
IPs,10136,15min (15min.lt),Low Morale of Donovian soldiers,IP-324,0
IPs,10136,15min (15min.lt),Low Morale of Donovian soldiers,IP-325,0
IPs,10136,15min (15min.lt),Low Morale of Donovian soldiers,IP-326,0
IPs,10136,15min (15min.lt),Low Morale of Donovian soldiers,IP-327,0
IPs,10136,15min (15min.lt),Low Morale of Donovian soldiers,IP-328,0
IPs,10137,15min (15min.lt),Low Morale of Donovian soldiers,IP-329,1
IPs,10137,15min (15min.lt),Low Morale of Donovian soldiers,IP-330,1
IPs,10138,15min (15min.lt),Low Morale of Donovian soldiers,IP-331,2
IPs,10138,15min (15min.lt),Low Morale of Lithuanian civilians,IP-332,-3
IPs,10139,15min (15min.lt),Low Morale of Lithuanian civilians,IP-333,-2
IPs,10140,15min (15min.lt),Low Morale of Lithuanian civilians,IP-334,-1
IPs,10140,15min (15min.lt),Low Morale of Lithuanian civilians,IP-335,-1
IPs,10141,15min (15min.lt),Low Morale of Lithuanian civilians,IP-336,0
IPs,10141,15min (15min.lt),Low Morale of Lithuanian civilians,IP-337,0
IPs,10141,15min (15min.lt),Low Morale of Lithuanian civilians,IP-338,0
IPs,10141,15min (15min.lt),Low Morale of Lithuanian civilians,IP-339,0
IPs,10142,15min (15min.lt),Low Morale of Lithuanian civilians,IP-340,1
